"routeid","vehicleid","t1","lon1","lat1","t2","lon2","lat2","bear","tdiff"
1054553,39174,2017-07-21 03:44:50,24.0286316,49.81619,2017-07-21 03:45:51,24.0325083,49.8222016,22.5893073778572,61
1054553,39174,2017-07-21 03:45:51,24.0325083,49.8222016,2017-07-21 03:46:51,24.0325083,49.8222016,0,60
1054553,39174,2017-07-21 03:46:51,24.0325083,49.8222016,2017-07-21 03:47:51,24.0324966,49.8298316,359.943325998707,60
1054553,39174,2017-07-21 03:47:51,24.0324966,49.8298316,2017-07-21 03:48:51,24.0355666,49.8343283,23.7664015347255,60
1054553,39174,2017-07-21 03:48:51,24.0355666,49.8343283,2017-07-21 03:49:51,24.0355666,49.8343283,0,60
1054553,39174,2017-07-21 03:49:51,24.0355666,49.8343283,2017-07-21 03:50:51,24.0352416,49.8382783,356.962432737765,60
1054553,39174,2017-07-21 03:50:51,24.0352416,49.8382783,2017-07-21 03:51:51,24.035135,49.8426,359.088673547486,60
1054553,39174,2017-07-21 03:51:51,24.035135,49.8426,2017-07-21 03:52:51,24.02917,49.844785,299.599822528677,60
1054553,39174,2017-07-21 03:57:51,24.0029183,49.8369933,2017-07-21 03:58:51,24.0006666,49.8373916,285.337798980966,60
1054553,39174,2017-07-21 03:58:51,24.0006666,49.8373916,2017-07-21 03:59:51,23.9962983,49.8390116,299.901130789924,60
1054553,39174,2017-07-21 03:59:51,23.9962983,49.8390116,2017-07-21 04:00:51,23.99442,49.8392933,283.091853751671,60
1054553,39174,2017-07-21 04:00:51,23.99442,49.8392933,2017-07-21 04:01:51,23.994505,49.8384799,176.14429739344,60
1054553,39174,2017-07-21 04:01:51,23.994505,49.8384799,2017-07-21 04:02:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:02:51,23.994505,49.8384799,2017-07-21 04:03:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:03:51,23.994505,49.8384799,2017-07-21 04:04:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:04:51,23.994505,49.8384799,2017-07-21 04:05:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:05:51,23.994505,49.8384799,2017-07-21 04:06:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:06:51,23.994505,49.8384799,2017-07-21 04:07:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:07:51,23.994505,49.8384799,2017-07-21 04:08:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:08:51,23.994505,49.8384799,2017-07-21 04:09:51,23.994505,49.8384799,0,60
1054553,39174,2017-07-21 04:09:51,23.994505,49.8384799,2017-07-21 04:11:51,23.9957366,49.83896,58.8497517188373,120
1054553,39174,2017-07-21 04:11:51,23.9957366,49.83896,2017-07-21 04:12:51,23.9957366,49.83896,0,60
1054553,39174,2017-07-21 04:12:51,23.9957366,49.83896,2017-07-21 04:13:51,23.9984833,49.83808,116.415445316878,60
1054553,39174,2017-07-21 04:18:50,24.0182049,49.8426366,2017-07-21 04:19:51,24.022665,49.8432383,78.1826520860971,61
1054553,39174,2017-07-21 04:19:51,24.022665,49.8432383,2017-07-21 04:20:50,24.022665,49.8432383,0,59
1054553,39174,2017-07-21 04:29:51,24.0334866,49.826345,2017-07-21 04:30:58,24.0314066,49.8220416,197.319255096226,67
1054553,39174,2017-07-21 04:30:58,24.0314066,49.8220416,2017-07-21 04:31:51,24.0280966,49.8210533,245.166915994308,53
1054553,39174,2017-07-21 04:31:51,24.0280966,49.8210533,2017-07-21 04:32:51,24.0253133,49.8175466,207.118115258541,60
1054553,39174,2017-07-21 04:32:51,24.0253133,49.8175466,2017-07-21 04:33:50,24.0304016,49.815555,121.239508179633,59
1054553,39174,2017-07-21 04:33:50,24.0304016,49.815555,2017-07-21 04:34:51,24.034855,49.81413,116.374819857549,61
1054553,39174,2017-07-21 04:34:51,24.034855,49.81413,2017-07-21 04:35:51,24.0415883,49.8117033,119.181519613257,60
1054553,39174,2017-07-21 04:35:51,24.0415883,49.8117033,2017-07-21 04:36:51,24.0465,49.8086633,133.802232283522,60
1054553,39174,2017-07-21 04:36:51,24.0465,49.8086633,2017-07-21 04:37:51,24.0486566,49.798615,172.112756570923,60
1054553,39174,2017-07-21 04:37:51,24.0486566,49.798615,2017-07-21 04:38:51,24.048685,49.7986116,100.507401218828,60
1054553,39174,2017-07-21 04:38:51,24.048685,49.7986116,2017-07-21 04:39:51,24.0521066,49.7968716,128.230759296231,60
